agent_id,residence,age_group,transport_pref,sensibility,doctor,home_x,home_y,work_x,work_y,initial_epi_state
1100,dense_periphery,young,public_transit,0.251026,1,7,13,65,43,SUSCEPTIBLE
1101,dense_periphery,child,public_transit,0.228565,1,8,5,60,61,SUSCEPTIBLE
1102,sparse_periphery,senior,public_transit,0.441577,1,95,66,61,53,SUSCEPTIBLE
1103,sparse_periphery,adult,public_transit,0.576418,0,21,3,31,32,SUSCEPTIBLE
1104,dense_periphery,adult,public_transit,0.271484,1,11,6,31,30,SUSCEPTIBLE
1105,sparse_periphery,adult,car,0.541628,1,68,97,34,41,SUSCEPTIBLE
1106,dense_periphery,senior,public_transit,0.26074,1,8,7,42,55,SUSCEPTIBLE
1107,sparse_periphery,young,public_transit,0.4958,0,85,47,30,69,SUSCEPTIBLE
1108,sparse_periphery,young,public_transit,0.770557,1,57,99,68,43,SUSCEPTIBLE
1109,dense_periphery,young,public_transit,0.097885,0,6,7,34,66,SUSCEPTIBLE
1110,dense_periphery,young,public_transit,0.301136,1,5,9,31,63,SUSCEPTIBLE
1111,sparse_periphery,adult,public_transit,0.213327,0,21,33,64,57,SUSCEPTIBLE
1112,dense_periphery,adult,public_transit,0.117439,0,12,9,68,35,SUSCEPTIBLE
1113,sparse_periphery,senior,public_transit,0.545134,1,95,99,52,65,SUSCEPTIBLE
1114,sparse_periphery,young,public_transit,0.716164,1,22,59,46,66,SUSCEPTIBLE
1115,sparse_periphery,senior,public_transit,0.573095,0,21,73,65,52,SUSCEPTIBLE
1116,sparse_periphery,adult,public_transit,0.350313,0,18,10,55,59,SUSCEPTIBLE
1117,sparse_periphery,senior,public_transit,0.467179,1,17,27,67,52,SUSCEPTIBLE
1118,dense_periphery,child,car,0.199701,0,4,17,35,51,SUSCEPTIBLE
1119,dense_periphery,senior,walking,0.147742,1,11,11,50,46,SUSCEPTIBLE
1120,dense_periphery,senior,walking,0.18858,1,8,7,66,58,SUSCEPTIBLE
1121,sparse_periphery,child,walking,0.430415,0,72,3,49,50,SUSCEPTIBLE
1122,sparse_periphery,adult,car,0.307516,1,9,70,48,36,SUSCEPTIBLE
1123,sparse_periphery,young,car,0.731478,1,44,5,43,45,SUSCEPTIBLE
1124,sparse_periphery,adult,car,0.65614,0,53,8,50,30,SUSCEPTIBLE
1125,sparse_periphery,adult,public_transit,0.845172,1,66,3,65,69,SUSCEPTIBLE
1126,dense_periphery,young,public_transit,0.134415,1,3,0,65,51,SUSCEPTIBLE
1127,dense_periphery,adult,public_transit,0.371489,0,7,15,32,53,SUSCEPTIBLE
1128,dense_periphery,adult,public_transit,0.119792,1,9,0,53,48,SUSCEPTIBLE
1129,sparse_periphery,senior,car,0.769185,1,94,81,53,59,SUSCEPTIBLE
1130,dense_periphery,adult,car,0.038565,1,13,14,37,69,SUSCEPTIBLE
1131,sparse_periphery,young,public_transit,0.455684,0,50,17,60,49,SUSCEPTIBLE
1132,sparse_periphery,adult,public_transit,0.235088,0,58,79,42,43,SUSCEPTIBLE
1133,sparse_periphery,young,car,0.554717,1,91,33,45,40,SUSCEPTIBLE
1134,sparse_periphery,adult,car,0.225387,0,22,19,52,61,SUSCEPTIBLE
1135,dense_periphery,adult,public_transit,0.172612,1,0,15,48,52,SUSCEPTIBLE
1136,sparse_periphery,adult,car,0.236424,0,84,37,64,46,SUSCEPTIBLE
1137,sparse_periphery,senior,public_transit,0.302696,1,88,19,66,44,SUSCEPTIBLE
1138,sparse_periphery,adult,public_transit,0.749567,1,99,76,64,40,SUSCEPTIBLE
1139,sparse_periphery,young,public_transit,0.7282,0,79,45,54,38,SUSCEPTIBLE
1140,sparse_periphery,senior,walking,0.482783,1,13,68,65,39,SUSCEPTIBLE
1141,sparse_periphery,adult,walking,0.212643,0,73,63,60,47,SUSCEPTIBLE
1142,sparse_periphery,young,walking,0.82283,1,3,96,48,33,SUSCEPTIBLE
1143,dense_periphery,senior,public_transit,0.127717,1,4,17,32,63,SUSCEPTIBLE
1144,sparse_periphery,young,public_transit,0.631897,1,79,53,49,53,SUSCEPTIBLE
1145,sparse_periphery,young,public_transit,0.45302,0,51,28,68,44,SUSCEPTIBLE
1146,dense_periphery,young,car,0.266755,1,11,0,65,69,SUSCEPTIBLE
1147,dense_periphery,adult,car,0.276307,1,14,4,63,47,SUSCEPTIBLE
1148,sparse_periphery,senior,public_transit,0.487879,1,47,13,52,43,SUSCEPTIBLE
1149,sparse_periphery,child,car,0.498008,1,15,31,40,62,SUSCEPTIBLE
1150,sparse_periphery,child,public_transit,0.929216,1,22,60,53,66,SUSCEPTIBLE
1151,sparse_periphery,young,public_transit,0.49391,0,86,8,42,47,SUSCEPTIBLE
1152,sparse_periphery,adult,public_transit,0.902198,0,3,79,50,39,SUSCEPTIBLE
1153,dense_periphery,adult,public_transit,0.378929,1,6,18,60,62,SUSCEPTIBLE
1154,sparse_periphery,senior,public_transit,0.764317,1,48,94,35,59,SUSCEPTIBLE
1155,sparse_periphery,adult,public_transit,0.3304,0,19,28,53,31,SUSCEPTIBLE
1156,sparse_periphery,adult,public_transit,0.410139,0,78,62,48,60,SUSCEPTIBLE
1157,sparse_periphery,adult,car,0.288687,0,26,41,63,52,SUSCEPTIBLE
1158,sparse_periphery,young,public_transit,0.42211,1,78,68,60,40,SUSCEPTIBLE
1159,sparse_periphery,senior,public_transit,0.554301,0,79,52,61,57,SUSCEPTIBLE
1160,sparse_periphery,adult,public_transit,0.803016,1,49,85,63,44,SUSCEPTIBLE
1161,dense_periphery,adult,car,0.297653,1,2,13,68,36,SUSCEPTIBLE
1162,dense_periphery,young,public_transit,0.060866,1,13,19,58,48,SUSCEPTIBLE
1163,sparse_periphery,young,public_transit,0.374171,1,48,73,53,30,SUSCEPTIBLE
1164,sparse_periphery,young,public_transit,0.813018,1,79,89,53,34,SUSCEPTIBLE
1165,dense_periphery,adult,public_transit,0.057511,0,7,17,49,49,SUSCEPTIBLE
1166,sparse_periphery,senior,car,0.383566,1,88,69,47,66,SUSCEPTIBLE
1167,sparse_periphery,young,walking,0.764456,1,64,86,41,37,SUSCEPTIBLE
1168,sparse_periphery,young,car,0.934902,0,25,34,49,69,SUSCEPTIBLE
1169,sparse_periphery,child,walking,0.899755,1,58,24,64,66,SUSCEPTIBLE
1170,dense_periphery,adult,walking,0.062749,0,3,17,57,66,SUSCEPTIBLE
1171,sparse_periphery,child,car,0.366872,0,8,78,62,41,SUSCEPTIBLE
1172,dense_periphery,adult,public_transit,0.411784,1,13,0,33,69,SUSCEPTIBLE
1173,sparse_periphery,young,car,0.46903,0,75,9,39,67,SUSCEPTIBLE
1174,sparse_periphery,adult,car,0.738967,0,38,10,56,65,SUSCEPTIBLE
1175,dense_periphery,adult,car,0.432318,1,13,12,55,44,SUSCEPTIBLE
1176,dense_periphery,senior,public_transit,0.492655,1,9,8,64,59,SUSCEPTIBLE
1177,sparse_periphery,adult,public_transit,0.543004,1,20,70,46,51,SUSCEPTIBLE
1178,sparse_periphery,adult,public_transit,0.489528,1,82,11,41,33,SUSCEPTIBLE
1179,dense_periphery,adult,car,0.086947,1,7,13,44,31,SUSCEPTIBLE
1180,sparse_periphery,senior,public_transit,0.505277,1,15,75,45,30,SUSCEPTIBLE
1181,sparse_periphery,adult,car,0.524317,1,26,15,53,60,SUSCEPTIBLE
1182,sparse_periphery,child,car,0.922765,0,0,53,41,56,SUSCEPTIBLE
1183,sparse_periphery,young,public_transit,0.499299,0,85,28,46,59,SUSCEPTIBLE
1184,sparse_periphery,young,car,0.408309,1,15,34,51,34,SUSCEPTIBLE
1185,dense_periphery,senior,public_transit,0.203683,0,1,10,66,44,SUSCEPTIBLE
1186,sparse_periphery,adult,public_transit,0.504882,1,15,84,56,65,SUSCEPTIBLE
1187,sparse_periphery,adult,walking,0.548501,1,89,64,32,44,SUSCEPTIBLE
1188,dense_periphery,adult,car,0.327262,0,0,11,52,66,SUSCEPTIBLE
1189,sparse_periphery,young,public_transit,0.772489,1,0,31,40,68,SUSCEPTIBLE
1190,sparse_periphery,young,public_transit,0.400934,1,28,96,36,51,SUSCEPTIBLE
1191,sparse_periphery,young,walking,0.889445,0,79,87,47,32,SUSCEPTIBLE
1192,sparse_periphery,young,walking,0.30384,1,54,26,37,63,SUSCEPTIBLE
1193,sparse_periphery,adult,public_transit,0.558487,1,98,85,40,47,SUSCEPTIBLE
1194,sparse_periphery,senior,public_transit,0.523261,0,33,0,35,60,SUSCEPTIBLE
1195,dense_periphery,young,car,0.123805,1,4,3,53,36,SUSCEPTIBLE
1196,sparse_periphery,young,public_transit,0.254201,0,78,22,64,44,SUSCEPTIBLE
1197,sparse_periphery,adult,public_transit,0.291529,1,56,85,46,57,SUSCEPTIBLE
1198,sparse_periphery,young,car,0.683475,0,30,82,51,50,SUSCEPTIBLE
1199,dense_periphery,senior,walking,0.331104,1,4,9,64,36,SUSCEPTIBLE
1200,sparse_periphery,child,public_transit,0.612818,1,7,98,66,57,SUSCEPTIBLE
1201,sparse_periphery,senior,car,0.383965,1,74,91,59,54,SUSCEPTIBLE
1202,dense_periphery,senior,walking,0.135183,0,7,2,34,60,INFECTIOUS_SYMPTOMATIC
1203,sparse_periphery,young,car,0.957091,0,5,55,44,65,SUSCEPTIBLE
1204,dense_periphery,senior,car,0.428957,0,13,14,60,68,SUSCEPTIBLE
1205,sparse_periphery,adult,public_transit,0.356277,1,17,97,57,58,SUSCEPTIBLE
1206,sparse_periphery,child,car,0.79788,1,76,71,33,48,SUSCEPTIBLE
1207,sparse_periphery,adult,car,0.723954,1,24,80,33,59,SUSCEPTIBLE
1208,dense_periphery,child,walking,0.286859,1,11,18,50,38,SUSCEPTIBLE
1209,sparse_periphery,adult,public_transit,0.697115,0,98,24,53,34,SUSCEPTIBLE
1210,sparse_periphery,child,walking,0.906947,0,52,16,47,54,SUSCEPTIBLE
1211,dense_periphery,adult,public_transit,0.196113,1,14,11,48,64,SUSCEPTIBLE
1212,sparse_periphery,young,walking,0.772505,1,97,40,63,61,SUSCEPTIBLE
1213,sparse_periphery,adult,public_transit,0.901271,0,76,38,42,62,SUSCEPTIBLE
1214,sparse_periphery,senior,walking,0.815403,0,31,17,56,39,SUSCEPTIBLE
1215,sparse_periphery,adult,walking,0.547782,0,33,8,58,44,SUSCEPTIBLE
1216,sparse_periphery,adult,public_transit,0.067871,1,31,85,43,57,SUSCEPTIBLE
1217,sparse_periphery,senior,public_transit,0.830761,0,99,15,62,38,SUSCEPTIBLE
1218,sparse_periphery,adult,walking,0.599102,0,66,74,44,56,SUSCEPTIBLE
1219,sparse_periphery,young,public_transit,0.454508,1,80,95,69,53,SUSCEPTIBLE
1220,sparse_periphery,senior,car,0.64346,1,73,59,43,33,SUSCEPTIBLE
1221,dense_periphery,adult,public_transit,0.084501,1,5,4,48,33,SUSCEPTIBLE
1222,sparse_periphery,senior,walking,0.639121,0,9,90,39,59,SUSCEPTIBLE
1223,sparse_periphery,senior,walking,0.48524,1,21,48,36,54,SUSCEPTIBLE
1224,dense_periphery,young,public_transit,0.33225,1,8,11,39,37,SUSCEPTIBLE
1225,sparse_periphery,adult,car,0.641087,1,91,31,56,68,SUSCEPTIBLE
1226,sparse_periphery,adult,car,0.493901,0,60,86,52,37,SUSCEPTIBLE
1227,dense_periphery,child,public_transit,0.328396,1,3,7,34,59,SUSCEPTIBLE
1228,sparse_periphery,young,public_transit,0.85158,1,76,3,61,40,SUSCEPTIBLE
1229,sparse_periphery,young,public_transit,0.523681,1,13,32,57,46,SUSCEPTIBLE
1230,sparse_periphery,child,public_transit,0.409909,1,85,96,67,54,SUSCEPTIBLE
1231,sparse_periphery,senior,walking,0.666708,1,41,3,47,43,SUSCEPTIBLE
1232,dense_periphery,adult,public_transit,0.417605,0,13,10,42,55,SUSCEPTIBLE
1233,dense_periphery,senior,car,0.226908,1,1,15,64,45,SUSCEPTIBLE
1234,dense_periphery,senior,walking,0.131473,1,2,19,41,47,SUSCEPTIBLE
1235,sparse_periphery,senior,car,0.761447,1,19,79,58,40,SUSCEPTIBLE
1236,sparse_periphery,child,car,0.518372,0,91,18,56,41,SUSCEPTIBLE
1237,dense_periphery,young,car,0.303934,0,0,5,62,47,SUSCEPTIBLE
1238,sparse_periphery,young,car,0.617732,1,64,72,58,68,SUSCEPTIBLE
1239,sparse_periphery,adult,car,0.515447,0,25,43,49,64,SUSCEPTIBLE
1240,sparse_periphery,child,public_transit,0.551546,0,40,84,53,48,SUSCEPTIBLE
1241,sparse_periphery,young,public_transit,0.59665,1,49,9,58,41,SUSCEPTIBLE
1242,sparse_periphery,child,public_transit,0.629289,0,86,64,42,31,SUSCEPTIBLE
1243,sparse_periphery,child,public_transit,0.713996,0,11,20,61,54,SUSCEPTIBLE
1244,dense_periphery,senior,walking,0.08936,1,0,16,54,36,SUSCEPTIBLE
1245,sparse_periphery,adult,public_transit,0.385278,1,27,62,67,42,SUSCEPTIBLE
1246,dense_periphery,young,public_transit,0.164413,1,0,8,32,30,SUSCEPTIBLE
1247,sparse_periphery,senior,car,0.296666,1,55,74,61,45,SUSCEPTIBLE
1248,dense_periphery,senior,walking,0.253344,0,14,9,68,68,SUSCEPTIBLE
1249,sparse_periphery,senior,public_transit,0.354304,0,41,74,35,63,SUSCEPTIBLE
1250,sparse_periphery,young,car,0.827369,0,39,96,36,67,SUSCEPTIBLE
1251,sparse_periphery,child,public_transit,0.234264,1,24,88,66,52,SUSCEPTIBLE
1252,sparse_periphery,adult,car,0.301553,1,69,19,32,35,SUSCEPTIBLE
1253,sparse_periphery,senior,car,0.439268,0,71,23,51,69,SUSCEPTIBLE
1254,dense_periphery,young,public_transit,0.15217,0,5,0,53,50,SUSCEPTIBLE
1255,sparse_periphery,senior,walking,0.491166,1,11,49,36,39,SUSCEPTIBLE
1256,sparse_periphery,child,walking,0.430543,1,6,97,31,51,SUSCEPTIBLE
1257,dense_periphery,adult,public_transit,0.166676,1,11,13,51,38,SUSCEPTIBLE
1258,sparse_periphery,young,public_transit,0.134464,0,87,41,67,51,SUSCEPTIBLE
1259,sparse_periphery,senior,public_transit,0.702242,0,84,24,31,65,SUSCEPTIBLE
1260,sparse_periphery,adult,car,0.443394,0,87,56,31,47,SUSCEPTIBLE
1261,sparse_periphery,child,walking,0.880042,0,18,43,57,65,SUSCEPTIBLE
1262,dense_periphery,young,public_transit,0.563908,1,10,9,48,61,SUSCEPTIBLE
1263,sparse_periphery,adult,walking,0.344829,1,5,97,61,48,SUSCEPTIBLE
1264,sparse_periphery,child,public_transit,0.601866,1,81,9,54,35,SUSCEPTIBLE
1265,dense_periphery,senior,walking,0.074466,1,5,2,59,56,SUSCEPTIBLE
1266,sparse_periphery,adult,car,0.726423,1,85,48,51,46,SUSCEPTIBLE
1267,dense_periphery,young,public_transit,0.117505,1,8,1,53,69,SUSCEPTIBLE
1268,sparse_periphery,child,public_transit,0.642862,1,1,27,61,59,SUSCEPTIBLE
1269,dense_periphery,senior,car,0.023142,0,9,5,48,41,SUSCEPTIBLE
1270,dense_periphery,adult,car,0.540848,0,13,6,38,34,SUSCEPTIBLE
1271,sparse_periphery,young,public_transit,0.682713,1,11,28,68,36,SUSCEPTIBLE
1272,dense_periphery,senior,car,0.060166,0,0,19,48,66,SUSCEPTIBLE
1273,sparse_periphery,young,public_transit,0.753738,0,1,21,60,55,SUSCEPTIBLE
1274,sparse_periphery,child,public_transit,0.861973,1,73,45,51,67,EXPOSED
1275,sparse_periphery,senior,walking,0.918802,1,91,40,38,52,SUSCEPTIBLE
1276,sparse_periphery,adult,public_transit,0.487353,1,6,47,31,49,SUSCEPTIBLE
1277,sparse_periphery,young,walking,0.827529,1,64,72,30,53,SUSCEPTIBLE
1278,sparse_periphery,senior,public_transit,0.470863,1,26,6,39,61,INFECTIOUS_ASYMPTOMATIC
1279,sparse_periphery,young,public_transit,0.657972,0,13,84,51,59,SUSCEPTIBLE
1280,sparse_periphery,senior,walking,0.657509,1,28,76,39,53,SUSCEPTIBLE
1281,sparse_periphery,young,walking,0.464086,1,32,11,37,55,SUSCEPTIBLE
1282,sparse_periphery,child,car,0.516898,0,52,12,33,68,SUSCEPTIBLE
1283,sparse_periphery,child,public_transit,0.787316,1,87,10,47,42,SUSCEPTIBLE
1284,dense_periphery,adult,car,0.5838,1,9,1,62,42,SUSCEPTIBLE
1285,sparse_periphery,adult,car,0.655449,0,77,92,31,34,SUSCEPTIBLE
1286,sparse_periphery,young,car,0.656013,1,79,23,65,44,SUSCEPTIBLE
1287,dense_periphery,adult,public_transit,0.117846,1,6,2,45,35,SUSCEPTIBLE
1288,sparse_periphery,young,car,0.396894,0,7,70,55,49,SUSCEPTIBLE
1289,sparse_periphery,young,walking,0.588483,0,80,90,58,58,SUSCEPTIBLE
1290,sparse_periphery,adult,car,0.296334,1,0,25,51,44,SUSCEPTIBLE
1291,dense_periphery,adult,car,0.302104,1,10,7,66,38,SUSCEPTIBLE
1292,dense_periphery,adult,walking,0.127009,1,12,14,41,40,SUSCEPTIBLE
1293,sparse_periphery,young,car,0.342305,1,88,10,58,68,SUSCEPTIBLE
1294,sparse_periphery,adult,walking,0.462385,0,55,17,62,49,SUSCEPTIBLE
1295,sparse_periphery,child,walking,0.643095,0,28,70,54,58,SUSCEPTIBLE
1296,dense_periphery,child,public_transit,0.155972,1,3,1,36,35,SUSCEPTIBLE
1297,dense_periphery,child,public_transit,0.550844,0,7,15,59,39,SUSCEPTIBLE
1298,sparse_periphery,adult,car,0.504811,1,11,21,65,35,SUSCEPTIBLE
1299,sparse_periphery,young,public_transit,0.68417,1,61,91,66,54,SUSCEPTIBLE
1300,sparse_periphery,senior,public_transit,0.839918,1,72,63,45,41,SUSCEPTIBLE
1301,sparse_periphery,adult,public_transit,0.52789,0,21,60,59,55,SUSCEPTIBLE
1302,dense_periphery,young,car,0.39922,0,6,6,58,58,SUSCEPTIBLE
1303,sparse_periphery,adult,car,0.772368,1,63,83,34,64,SUSCEPTIBLE
1304,sparse_periphery,adult,walking,0.309636,1,26,93,58,44,SUSCEPTIBLE
1305,sparse_periphery,young,car,0.743034,1,21,19,65,50,SUSCEPTIBLE
1306,sparse_periphery,young,walking,0.331768,1,18,11,36,42,SUSCEPTIBLE
1307,sparse_periphery,adult,public_transit,0.549504,1,55,80,47,30,SUSCEPTIBLE
1308,dense_periphery,senior,car,0.249003,1,2,12,54,63,SUSCEPTIBLE
1309,sparse_periphery,adult,public_transit,0.301459,1,99,78,65,32,SUSCEPTIBLE
1310,sparse_periphery,adult,walking,0.556014,0,23,2,30,49,SUSCEPTIBLE
1311,sparse_periphery,adult,public_transit,0.74498,1,99,21,39,40,SUSCEPTIBLE
1312,sparse_periphery,young,car,0.369284,1,71,97,53,37,SUSCEPTIBLE
1313,sparse_periphery,child,public_transit,0.669619,0,96,87,49,32,SUSCEPTIBLE
1314,sparse_periphery,senior,car,0.731728,0,98,88,49,30,SUSCEPTIBLE
1315,dense_periphery,adult,public_transit,0.559421,0,8,5,41,64,SUSCEPTIBLE
1316,sparse_periphery,child,car,0.923547,0,63,92,58,49,SUSCEPTIBLE
1317,dense_periphery,adult,walking,0.054226,0,3,17,48,53,SUSCEPTIBLE
1318,sparse_periphery,young,public_transit,0.756699,0,96,48,55,68,SUSCEPTIBLE
1319,sparse_periphery,young,car,0.607311,0,7,44,66,59,SUSCEPTIBLE
1320,dense_periphery,adult,public_transit,0.031334,1,3,4,30,56,SUSCEPTIBLE
1321,sparse_periphery,young,car,0.379754,0,27,15,40,54,SUSCEPTIBLE
1322,sparse_periphery,adult,public_transit,0.683837,1,29,72,67,41,SUSCEPTIBLE
1323,sparse_periphery,young,car,0.609296,0,14,81,46,66,SUSCEPTIBLE
1324,sparse_periphery,young,walking,0.310662,1,12,78,32,42,SUSCEPTIBLE
1325,dense_periphery,young,public_transit,0.088522,0,9,2,52,30,SUSCEPTIBLE
1326,sparse_periphery,young,walking,0.447136,1,34,83,66,59,SUSCEPTIBLE
1327,dense_periphery,young,car,0.169217,0,13,9,60,46,SUSCEPTIBLE
1328,dense_periphery,child,walking,0.04036,0,10,5,58,31,SUSCEPTIBLE
1329,sparse_periphery,adult,public_transit,0.419835,0,75,81,47,46,SUSCEPTIBLE
1330,dense_periphery,adult,car,0.242629,1,5,2,46,46,SUSCEPTIBLE
1331,dense_periphery,senior,public_transit,0.068802,1,7,18,49,65,SUSCEPTIBLE
1332,dense_periphery,adult,public_transit,0.590545,0,6,18,41,46,SUSCEPTIBLE
1333,sparse_periphery,young,public_transit,0.80822,1,5,71,64,41,SUSCEPTIBLE
1334,sparse_periphery,senior,public_transit,0.476296,1,35,7,64,39,SUSCEPTIBLE
1335,sparse_periphery,senior,car,0.310403,1,78,23,65,31,SUSCEPTIBLE
1336,sparse_periphery,adult,public_transit,0.741155,0,87,12,61,36,SUSCEPTIBLE
1337,sparse_periphery,young,public_transit,0.644275,1,8,52,39,38,SUSCEPTIBLE
1338,sparse_periphery,senior,car,0.586699,0,79,11,52,39,SUSCEPTIBLE
1339,dense_periphery,senior,car,0.161108,0,7,2,46,54,SUSCEPTIBLE
1340,dense_periphery,child,car,0.396698,1,9,11,44,65,SUSCEPTIBLE
1341,dense_periphery,adult,car,0.331749,1,13,13,32,45,SUSCEPTIBLE
1342,sparse_periphery,senior,walking,0.361166,0,37,84,38,45,SUSCEPTIBLE
1343,dense_periphery,senior,public_transit,0.505534,1,0,8,67,60,SUSCEPTIBLE
1344,dense_periphery,senior,car,0.254712,0,5,15,42,58,SUSCEPTIBLE
1345,dense_periphery,adult,public_transit,0.217387,1,9,6,31,35,SUSCEPTIBLE
1346,sparse_periphery,adult,car,0.267887,1,2,66,56,60,SUSCEPTIBLE
1347,sparse_periphery,young,public_transit,0.572703,1,3,75,57,33,SUSCEPTIBLE
1348,sparse_periphery,young,public_transit,0.896834,1,76,61,52,47,SUSCEPTIBLE
1349,dense_periphery,young,car,0.547426,0,0,9,40,64,SUSCEPTIBLE
1350,sparse_periphery,adult,public_transit,0.901244,0,28,71,60,40,SUSCEPTIBLE
1351,sparse_periphery,senior,car,0.316676,1,85,73,54,36,SUSCEPTIBLE
1352,sparse_periphery,senior,public_transit,0.516759,1,91,99,45,37,SUSCEPTIBLE
1353,dense_periphery,senior,public_transit,0.137849,1,7,19,41,44,EXPOSED
1354,dense_periphery,young,walking,0.457884,1,1,15,38,38,SUSCEPTIBLE
1355,sparse_periphery,child,public_transit,0.604112,0,71,78,59,43,SUSCEPTIBLE
1356,sparse_periphery,child,public_transit,0.937676,0,69,81,67,33,SUSCEPTIBLE
1357,dense_periphery,young,car,0.301494,1,13,16,65,56,SUSCEPTIBLE
1358,sparse_periphery,child,car,0.777516,1,40,4,32,44,SUSCEPTIBLE
1359,sparse_periphery,young,public_transit,0.653621,1,73,19,62,39,SUSCEPTIBLE
1360,dense_periphery,adult,car,0.44449,0,11,14,38,54,SUSCEPTIBLE
1361,dense_periphery,young,walking,0.627366,0,0,19,43,54,SUSCEPTIBLE
1362,dense_periphery,young,walking,0.169305,0,11,10,47,54,SUSCEPTIBLE
1363,dense_periphery,young,public_transit,0.126124,0,14,0,45,42,SUSCEPTIBLE
1364,sparse_periphery,young,public_transit,0.897309,0,55,90,60,53,SUSCEPTIBLE
1365,dense_periphery,young,public_transit,0.225869,1,9,12,68,59,SUSCEPTIBLE
1366,sparse_periphery,young,public_transit,0.735323,0,50,75,65,34,SUSCEPTIBLE
1367,sparse_periphery,senior,walking,0.541316,1,45,2,31,64,SUSCEPTIBLE
1368,sparse_periphery,adult,walking,0.583766,1,12,46,55,49,SUSCEPTIBLE
1369,dense_periphery,young,car,0.022383,0,1,16,43,35,SUSCEPTIBLE
1370,dense_periphery,young,car,0.264393,0,14,18,35,31,SUSCEPTIBLE
1371,sparse_periphery,young,car,0.747469,0,96,77,31,50,SUSCEPTIBLE
1372,sparse_periphery,child,public_transit,0.66143,0,70,66,30,65,SUSCEPTIBLE
1373,sparse_periphery,adult,car,0.287129,1,88,23,64,30,SUSCEPTIBLE
1374,sparse_periphery,child,walking,0.888682,1,85,49,42,61,SUSCEPTIBLE
1375,dense_periphery,adult,car,0.720108,1,13,16,33,62,SUSCEPTIBLE
1376,sparse_periphery,adult,car,0.464973,1,57,83,41,32,SUSCEPTIBLE
1377,sparse_periphery,adult,car,0.828288,1,70,86,44,49,SUSCEPTIBLE
1378,dense_periphery,adult,public_transit,0.165652,0,0,19,48,41,SUSCEPTIBLE
1379,dense_periphery,adult,public_transit,0.184326,1,12,1,43,39,SUSCEPTIBLE
1380,dense_periphery,young,walking,0.246486,0,10,9,58,56,SUSCEPTIBLE
1381,sparse_periphery,senior,car,0.384875,1,43,83,48,57,SUSCEPTIBLE
1382,sparse_periphery,senior,public_transit,0.607782,1,55,2,59,59,SUSCEPTIBLE
1383,dense_periphery,adult,public_transit,0.230389,1,3,10,69,44,SUSCEPTIBLE
1384,sparse_periphery,adult,walking,0.503905,1,64,4,59,49,SUSCEPTIBLE
1385,dense_periphery,senior,public_transit,0.635518,1,1,0,35,49,SUSCEPTIBLE
1386,sparse_periphery,senior,public_transit,0.446721,1,32,78,48,34,SUSCEPTIBLE
1387,sparse_periphery,young,walking,0.392201,0,42,8,42,30,SUSCEPTIBLE
1388,sparse_periphery,young,public_transit,0.890931,1,28,25,35,69,SUSCEPTIBLE
1389,dense_periphery,adult,car,0.132867,0,13,8,56,62,SUSCEPTIBLE
1390,sparse_periphery,adult,walking,0.664461,1,11,66,68,64,SUSCEPTIBLE
1391,dense_periphery,senior,car,0.283077,1,7,1,53,66,SUSCEPTIBLE
1392,sparse_periphery,adult,car,0.514489,0,6,91,37,51,SUSCEPTIBLE
1393,sparse_periphery,adult,public_transit,0.662764,1,59,23,65,50,SUSCEPTIBLE
1394,sparse_periphery,adult,car,0.942104,1,32,17,68,68,SUSCEPTIBLE
1395,sparse_periphery,young,public_transit,0.932837,0,53,84,53,43,SUSCEPTIBLE
1396,dense_periphery,young,public_transit,0.122566,1,13,1,48,37,SUSCEPTIBLE
1397,dense_periphery,adult,public_transit,0.304721,0,2,8,47,31,SUSCEPTIBLE
1398,dense_periphery,adult,car,0.27622,0,3,2,62,40,SUSCEPTIBLE
1399,dense_periphery,adult,walking,0.082909,1,4,15,49,65,SUSCEPTIBLE
1400,dense_periphery,young,car,0.076162,0,4,5,66,68,SUSCEPTIBLE
1401,sparse_periphery,senior,walking,0.957618,1,81,39,42,35,EXPOSED
1402,sparse_periphery,child,walking,0.797242,1,19,75,52,58,SUSCEPTIBLE
1403,sparse_periphery,child,walking,0.375993,1,62,83,35,64,SUSCEPTIBLE
1404,sparse_periphery,senior,walking,0.804082,0,90,27,62,64,SUSCEPTIBLE
1405,dense_periphery,adult,car,0.165914,0,9,15,31,31,SUSCEPTIBLE
1406,sparse_periphery,adult,car,0.771219,1,76,0,66,48,SUSCEPTIBLE
1407,dense_periphery,senior,public_transit,0.178313,0,8,19,44,34,SUSCEPTIBLE
1408,sparse_periphery,young,walking,0.292588,0,88,55,38,42,SUSCEPTIBLE
1409,sparse_periphery,young,car,0.796851,0,47,29,38,33,SUSCEPTIBLE
1410,sparse_periphery,child,walking,0.8438,1,58,2,40,62,SUSCEPTIBLE
1411,sparse_periphery,adult,public_transit,0.917305,0,95,5,60,30,SUSCEPTIBLE
1412,dense_periphery,young,car,0.186611,0,1,3,52,44,SUSCEPTIBLE
1413,dense_periphery,young,walking,0.439206,1,1,14,40,40,SUSCEPTIBLE
1414,sparse_periphery,young,walking,0.718682,0,96,32,48,62,SUSCEPTIBLE
1415,sparse_periphery,adult,public_transit,0.285441,1,38,18,31,51,SUSCEPTIBLE
1416,sparse_periphery,young,public_transit,0.721864,0,15,39,46,58,SUSCEPTIBLE
1417,sparse_periphery,adult,public_transit,0.62681,1,66,1,49,46,SUSCEPTIBLE
